date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2010-01-06,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655
2010-01-07,0.04713091999292374,0.02232641726732254,0.02232641726732254,0.02232641726732254,0.02232641726732254,0.060689494013786316,0.060689494013786316,0.02232641726732254,0.02232641726732254,0.02232641726732254,0.03928886726498604,0.024036211892962456,0.02232641726732254,0.031440891325473785,0.060689494013786316,0.060689494013786316,0.02232641726732254,0.029125163331627846,0.03471376374363899,0.060689494013786316,0.02232641726732254,0.03609373793005943,0.02232641726732254,0.02232641726732254,0.025285763666033745,0.060689494013786316,0.03193730115890503,0.02232641726732254,0.04656706005334854
2010-01-08,0.05847372114658356,0.02151128090918064,0.03170491009950638,0.05750593915581703,0.02151128090918064,0.05847372114658356,0.02151128090918064,0.022378163412213326,0.02616913430392742,0.02151128090918064,0.02917737327516079,0.02151128090918064,0.02241707593202591,0.02151128090918064,0.02151128090918064,0.02151128090918064,0.02151128090918064,0.02151128090918064,0.02151128090918064,0.05847372114658356,0.02151128090918064,0.05847372114658356,0.02151128090918064,0.05847372114658356,0.05847372114658356,0.02151128090918064,0.0493319071829319,0.05084148794412613,0.05847372114658356
2010-01-11,0.02321028895676136,0.023042775690555573,0.03881266340613365,0.03243055194616318,0.0305329542607069,0.06263675540685654,0.04110115393996239,0.03901824727654457,0.023042775690555573,0.023042775690555573,0.02656327746808529,0.023042775690555573,0.027494464069604874,0.03201071918010712,0.06263675540685654,0.03320314735174179,0.023042775690555573,0.04399289935827255,0.023042775690555573,0.023042775690555573,0.027912098914384842,0.023042775690555573,0.023042775690555573,0.023042775690555573,0.06263675540685654,0.0558585561811924,0.02498985081911087,0.04189436882734299,0.06263675540685654
2010-01-12,0.02199631743133068,0.02199631743133068,0.02199631743133068,0.02199631743133068,0.02199631743133068,0.05163484811782837,0.02199631743133068,0.02199631743133068,0.02199631743133068,0.02199631743133068,0.05979219079017639,0.05979219079017639,0.024845696985721588,0.02199631743133068,0.02912982925772667,0.02199631743133068,0.05979219079017639,0.037783876061439514,0.02199631743133068,0.05979219079017639,0.051774054765701294,0.02199631743133068,0.05979219079017639,0.02199631743133068,0.02199631743133068,0.02199631743133068,0.034345321357250214,0.05979219079017639,0.05979219079017639
2010-01-13,0.024666011333465576,0.024666011333465576,0.06704916805028915,0.024666011333465576,0.035057734698057175,0.05836714431643486,0.026303106918931007,0.0320294089615345,0.024666011333465576,0.06704916805028915,0.06704916805028915,0.024666011333465576,0.02877325378358364,0.024666011333465576,0.024666011333465576,0.024666011333465576,0.024666011333465576,0.02634248696267605,0.027343401685357094,0.04499493166804314,0.04190268740057945,0.024666011333465576,0.024666011333465576,0.024666011333465576,0.030819758772850037,0.06704916805028915,0.024666011333465576,0.03454532474279404,0.024666011333465576
2010-01-14,0.03448940068483353,0.04952747002243996,0.023315245285630226,0.03946676105260849,0.05853655934333801,0.060851652175188065,0.059073641896247864,0.02238607220351696,0.02880108542740345,0.02238607220351696,0.05099470168352127,0.02238607220351696,0.02238607220351696,0.02238607220351696,0.02238607220351696,0.035562846809625626,0.02472539246082306,0.02238607220351696,0.02238607220351696,0.060851652175188065,0.02238607220351696,0.04395653307437897,0.02238607220351696,0.02238607220351696,0.043751060962677,0.05029580369591713,0.02238607220351696,0.02602185681462288,0.041145339608192444
2010-01-15,0.022224271669983864,0.022224271669983864,0.03877870738506317,0.03036653809249401,0.03496844694018364,0.027294212952256203,0.060411833226680756,0.048294007778167725,0.022224271669983864,0.022224271669983864,0.022224271669983864,0.022224271669983864,0.060411833226680756,0.059423185884952545,0.049194347113370895,0.022224271669983864,0.023953896015882492,0.022224271669983864,0.022224271669983864,0.034532468765974045,0.022224271669983864,0.022224271669983864,0.029667900875210762,0.022224271669983864,0.060411833226680756,0.022224271669983864,0.060411833226680756,0.060411833226680756,0.03255157172679901
2010-01-19,0.06579006463289261,0.02420281246304512,0.02420281246304512,0.030294448137283325,0.04744236543774605,0.06579006463289261,0.05269371718168259,0.02420281246304512,0.02420281246304512,0.02420281246304512,0.02501613087952137,0.02420281246304512,0.02420281246304512,0.02420281246304512,0.028982697054743767,0.029784489423036575,0.035723261535167694,0.033888399600982666,0.02420281246304512,0.026447227224707603,0.06095209717750549,0.055054355412721634,0.02420281246304512,0.02420281246304512,0.03869898244738579,0.02420281246304512,0.06460234522819519,0.02420281246304512,0.02420281246304512
2010-01-20,0.04884618893265724,0.02385161630809307,0.06483541429042816,0.06468204408884048,0.02385161630809307,0.039927106350660324,0.02385161630809307,0.02385161630809307,0.02385161630809307,0.02385161630809307,0.02385161630809307,0.029347974807024002,0.02385161630809307,0.02385161630809307,0.02385161630809307,0.02385161630809307,0.02385161630809307,0.061488792300224304,0.02385161630809307,0.02385161630809307,0.04126208275556564,0.06483541429042816,0.02385161630809307,0.02385161630809307,0.02385161630809307,0.042198296636343,0.06483541429042816,0.02385161630809307,0.04841224104166031
2010-01-21,0.025120817124843597,0.025120817124843597,0.025120817124843597,0.06828545778989792,0.025120817124843597,0.04784765467047691,0.025120817124843597,0.06828545778989792,0.025120817124843597,0.025120817124843597,0.025120817124843597,0.025120817124843597,0.025120817124843597,0.025120817124843597,0.025120817124843597,0.0432986319065094,0.04826607182621956,0.03934824839234352,0.025120817124843597,0.025120817124843597,0.025120817124843597,0.02565327286720276,0.04823005944490433,0.025120817124843597,0.025120817124843597,0.025120817124843597,0.05122936889529228,0.0390956811606884,0.06828545778989792
2010-01-22,0.022917242720723152,0.022917242720723152,0.022917242720723152,0.06229552626609802,0.022917242720723152,0.022917242720723152,0.06229552626609802,0.03958617150783539,0.022917242720723152,0.022917242720723152,0.022917242720723152,0.04245583340525627,0.022917242720723152,0.022917242720723152,0.06229552626609802,0.03535614535212517,0.04955138638615608,0.022917242720723152,0.022917242720723152,0.06229552626609802,0.022917242720723152,0.022917242720723152,0.04889197275042534,0.022917242720723152,0.022917242720723152,0.06229552626609802,0.060170527547597885,0.022917242720723152,0.022917242720723152
2010-01-25,0.025080854073166847,0.025080854073166847,0.025080854073166847,0.025080854073166847,0.05004626885056496,0.041314247995615005,0.025080854073166847,0.025080854073166847,0.033621303737163544,0.025080854073166847,0.02964894287288189,0.025080854073166847,0.026370912790298462,0.025080854073166847,0.025080854073166847,0.030409948900341988,0.025080854073166847,0.025080854073166847,0.025080854073166847,0.06141018494963646,0.02729089744389057,0.04141862317919731,0.06817682832479477,0.025080854073166847,0.06817682832479477,0.05489763617515564,0.025080854073166847,0.059176795184612274,0.03182770311832428
2010-01-26,0.0435023233294487,0.02631966769695282,0.02631966769695282,0.02631966769695282,0.02631966769695282,0.07154427468776703,0.02631966769695282,0.03798199072480202,0.02631966769695282,0.02631966769695282,0.0546373650431633,0.02631966769695282,0.02631966769695282,0.02631966769695282,0.05130274221301079,0.02631966769695282,0.02631966769695282,0.02631966769695282,0.03291406109929085,0.07154427468776703,0.026722155511379242,0.02631966769695282,0.02631966769695282,0.02631966769695282,0.034442901611328125,0.02631966769695282,0.03624717518687248,0.03548256680369377,0.0562439039349556
2010-01-27,0.0640961080789566,0.023579642176628113,0.023579642176628113,0.04423542320728302,0.023579642176628113,0.0640961080789566,0.0640961080789566,0.059652961790561676,0.02677283249795437,0.0546710304915905,0.023579642176628113,0.023579642176628113,0.03241369500756264,0.023579642176628113,0.023579642176628113,0.023579642176628113,0.02940957248210907,0.0640961080789566,0.023579642176628113,0.025178708136081696,0.023579642176628113,0.023579642176628113,0.023579642176628113,0.023579642176628113,0.023579642176628113,0.023579642176628113,0.023579642176628113,0.035614319145679474,0.05839280039072037
2010-01-28,0.02452765963971615,0.02452765963971615,0.06667309254407883,0.02452765963971615,0.03576057404279709,0.054446376860141754,0.02452765963971615,0.06667309254407883,0.02452765963971615,0.02452765963971615,0.025700990110635757,0.02874370850622654,0.02452765963971615,0.02452765963971615,0.02452765963971615,0.02452765963971615,0.02452765963971615,0.06667309254407883,0.02452765963971615,0.06175662577152252,0.02452765963971615,0.02550324983894825,0.02452765963971615,0.02452765963971615,0.049814626574516296,0.02452765963971615,0.02452765963971615,0.06667309254407883,0.03461134061217308
2010-01-29,0.057629577815532684,0.021200736984610558,0.021200736984610558,0.021200736984610558,0.021200736984610558,0.057629577815532684,0.02698623202741146,0.021200736984610558,0.05429893732070923,0.021200736984610558,0.025036485865712166,0.021200736984610558,0.03924572840332985,0.057629577815532684,0.04993598535656929,0.021200736984610558,0.057629577815532684,0.045838359743356705,0.032135009765625,0.021200736984610558,0.021200736984610558,0.057629577815532684,0.022891022264957428,0.021200736984610558,0.026933519169688225,0.021200736984610558,0.057629577815532684,0.024267645552754402,0.05224477872252464
2010-02-01,0.06581229716539383,0.024210991337895393,0.024210991337895393,0.029681526124477386,0.06581229716539383,0.06581229716539383,0.024210991337895393,0.06581229716539383,0.047738127410411835,0.024210991337895393,0.024210991337895393,0.024210991337895393,0.024210991337895393,0.024210991337895393,0.024210991337895393,0.03813429921865463,0.024210991337895393,0.030374499037861824,0.024210991337895393,0.024210991337895393,0.024210991337895393,0.04711511731147766,0.05295232683420181,0.024210991337895393,0.024210991337895393,0.024210991337895393,0.05495712533593178,0.024210991337895393,0.024210991337895393
2010-02-02,0.06336460262537003,0.023949170485138893,0.02976471371948719,0.04243281111121178,0.023949170485138893,0.06510059535503387,0.030619632452726364,0.023949170485138893,0.04148301109671593,0.023949170485138893,0.023949170485138893,0.02821083925664425,0.04232921078801155,0.023949170485138893,0.05204758420586586,0.06510059535503387,0.023949170485138893,0.026432326063513756,0.023949170485138893,0.023949170485138893,0.023949170485138893,0.029552007094025612,0.023949170485138893,0.023949170485138893,0.06510059535503387,0.02833116427063942,0.023949170485138893,0.023949170485138893,0.05484200641512871
2010-02-03,0.032838769257068634,0.024266986176371574,0.024266986176371574,0.024266986176371574,0.03433714807033539,0.03270694613456726,0.024266986176371574,0.024266986176371574,0.026323063299059868,0.024266986176371574,0.024266986176371574,0.06596450507640839,0.02538393996655941,0.024266986176371574,0.024266986176371574,0.024266986176371574,0.024266986176371574,0.024266986176371574,0.024266986176371574,0.024266986176371574,0.02485284022986889,0.06596450507640839,0.06596450507640839,0.024266986176371574,0.02615668624639511,0.06596450507640839,0.06200679391622543,0.048477958887815475,0.05905301868915558
2010-02-04,0.05983729287981987,0.02201290987432003,0.0223951768130064,0.03513046354055405,0.02201290987432003,0.05983729287981987,0.02201290987432003,0.03645354136824608,0.04319486767053604,0.026298291981220245,0.05186443775892258,0.0333462655544281,0.05983729287981987,0.02201290987432003,0.029807493090629578,0.02201290987432003,0.02201290987432003,0.02201290987432003,0.02201290987432003,0.03657241538167,0.036685943603515625,0.02866184338927269,0.05983729287981987,0.02246098592877388,0.05819115787744522,0.028046542778611183,0.022057555615901947,0.02201290987432003,0.051367662847042084
2010-02-05,0.06248335540294647,0.022986343130469322,0.037065230309963226,0.022986343130469322,0.028809361159801483,0.06248335540294647,0.022986343130469322,0.027511175721883774,0.022986343130469322,0.022986343130469322,0.022986343130469322,0.02464013174176216,0.03582777827978134,0.06248335540294647,0.028097959235310555,0.028980977833271027,0.022986343130469322,0.022986343130469322,0.022986343130469322,0.06248335540294647,0.022986343130469322,0.022986343130469322,0.029875202104449272,0.022986343130469322,0.06248335540294647,0.022986343130469322,0.06248335540294647,0.022986343130469322,0.06248335540294647
2010-02-08,0.035306598991155624,0.025599002838134766,0.025599002838134766,0.054141268134117126,0.025599002838134766,0.06958530098199844,0.025599002838134766,0.03035781905055046,0.025599002838134766,0.025599002838134766,0.025599002838134766,0.025599002838134766,0.030627520754933357,0.025599002838134766,0.025599002838134766,0.025599002838134766,0.025599002838134766,0.06055078282952309,0.025599002838134766,0.025599002838134766,0.025599002838134766,0.06958530098199844,0.06958530098199844,0.025599002838134766,0.025599002838134766,0.026665600016713142,0.025599002838134766,0.06721346080303192,0.025599002838134766
2010-02-09,0.019867252558469772,0.019867252558469772,0.019867252558469772,0.03491227328777313,0.019867252558469772,0.054004788398742676,0.020418468862771988,0.019867252558469772,0.054004788398742676,0.019867252558469772,0.021788591518998146,0.04151005670428276,0.019867252558469772,0.019867252558469772,0.054004788398742676,0.054004788398742676,0.054004788398742676,0.019867252558469772,0.019867252558469772,0.054004788398742676,0.019867252558469772,0.054004788398742676,0.019867252558469772,0.019867252558469772,0.054004788398742676,0.054004788398742676,0.040927689522504807,0.04212081432342529,0.054004788398742676
2010-02-10,0.03495386615395546,0.02859736979007721,0.022413767874240875,0.022413767874240875,0.022413767874240875,0.03564868122339249,0.04729530215263367,0.026359038427472115,0.02461921237409115,0.03785085678100586,0.050853174179792404,0.022413767874240875,0.06092693284153938,0.022413767874240875,0.034468214958906174,0.022413767874240875,0.022413767874240875,0.022413767874240875,0.022413767874240875,0.06092693284153938,0.06092693284153938,0.022413767874240875,0.022413767874240875,0.022413767874240875,0.06092693284153938,0.06092693284153938,0.06092693284153938,0.022413767874240875,0.022413767874240875
2010-02-11,0.03258947655558586,0.022001294419169426,0.022001294419169426,0.022001294419169426,0.05980571731925011,0.05318790674209595,0.0260063074529171,0.022001294419169426,0.022001294419169426,0.022001294419169426,0.05980571731925011,0.022001294419169426,0.029598411172628403,0.022001294419169426,0.05980571731925011,0.022001294419169426,0.022001294419169426,0.022001294419169426,0.055578891187906265,0.05980571731925011,0.022001294419169426,0.05980571731925011,0.022001294419169426,0.022001294419169426,0.03237825632095337,0.05980571731925011,0.05980571731925011,0.022001294419169426,0.022001294419169426
2010-02-12,0.06972237676382065,0.025649430230259895,0.025649430230259895,0.032940298318862915,0.0632178783416748,0.06972237676382065,0.025649430230259895,0.025649430230259895,0.025649430230259895,0.025649430230259895,0.025649430230259895,0.025649430230259895,0.025649430230259895,0.038170378655195236,0.025649430230259895,0.025649430230259895,0.04652124270796776,0.025649430230259895,0.025649430230259895,0.03979770466685295,0.025649430230259895,0.025649430230259895,0.04269389063119888,0.025649430230259895,0.025649430230259895,0.025751935318112373,0.0316690169274807,0.040225692093372345,0.06352681666612625
